Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre
Bangerz Only: 2010s Dance Party at Sneaky Dee’s - Oct 11 2025,2025-10-11,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.4074860,Music,Pop,Dance
Sacrifice,2025-10-11,The Concert Hall,The Masonic Temple,43.673080,-79.388420,Music,Metal,Thrash & Speed
OBSKÜR,2025-10-11,CODA,794 Bathurst Street,43.665374,-79.411540,Music,Dance/Electronic,Dance/Electronic
Bo Staloch,2025-10-11,Drake Underground,1150 Queen St. West,43.643290,-79.424630,Music,Folk,Folk
Hannaford Street Silver Band: On the Slide,2025-10-12,Jane Mallett Theatre,27 Front Street East,43.64703840,-79.37545850,Music,Other,Other
"LANDMVRKS ""NORTH AMERICA HEADLINE 2025"" TOUR",2025-10-12,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Metal,Nu-Metal
Alireza Ghorbani - Iranam World Tour,2025-10-12,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Music,World,World
DESTIN CONRAD - LOVE ON DIGITAL TOUR ,2025-10-12,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,R&B,R&B
Kumo 99 - Fall Tour 2025,2025-10-12,The Drake Hotel,1150 Queen Street West,43.64310780,-79.42464570,Music,Dance/Electronic,Witchstep
David Archuleta - Earthly Delights Tour,2025-10-12,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Rock,Pop
Adam Sandler: You're My Best Friend,2025-10-12,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Arts & Theatre,Comedy,Comedy
Beethoven's Fifth,2025-10-12,Meridian Arts Centre: George Weston,5040 Yonge Street,43.76613790,-79.41425050,Arts & Theatre,Classical,Symphonic
Bladee - Martyr Tour,2025-10-12,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Pop,Pop
Legends of Horror - Family Hours,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
MJ (Touring),2025-10-12,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
ALCS Pre Game Tour - Game 1,2025-10-12,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
A House of Dynamite,2025-10-12,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
A House of Dynamite,2025-10-12,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
2025 ALCS Home Game 1 Suites,2025-10-12,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Virgin and the Monster,2025-10-12,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
A House of Dynamite,2025-10-12,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
While the Green Grass Grows,2025-10-12,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-12,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
